,tweet_id,text,task1,task2,ID
1005,1.1269078736179405e+18,@Debellatis @quickiethiccie You know how Thor has a torn half-cape in Ragnarok? Loki would tear/cut his cape as he… https://t.co/3fYhGlurQR,NOT,NONE,hasoc_2020_en_3058
1010,1.1301673343610099e+18,"RT @ThrowbackHoops: Reporter asks @Shaq:

""Let’s just say a snake bit your mom in the chest area, would you suck the venom out to win the t…",NOT,NONE,hasoc_2020_en_539
1011,1.1235072158165114e+18,"RT @poorlycatdraw: tell cersei, i want her to know it was me https://t.co/tLAhfQYBcU",NOT,NONE,hasoc_2020_en_1575
1012,1.1236791990747054e+18,"RT @kylegriffin1: Kamala Harris: ""This Attorney General lacks all credibility and has, I think, compromised the American public's ability t…",NOT,NONE,hasoc_2020_en_3288
1013,1.1237572592286227e+18,BIT DUA'S PERFORMING WITH BLACKPINK WHATRTTFFFCCSHSH,NOT,NONE,hasoc_2020_en_3321
1016,1.1270366932808049e+18,RT @petttyy_quotes: Your friend that is not my friend should never know my business😶,NOT,NONE,hasoc_2020_en_2602
1018,1.1270135155318253e+18,"Ah, you're better than this love",NOT,NONE,hasoc_2020_en_4340
1019,1.126996759299928e+18,ashlea is singing the wii theme tune but it took me a solid 30 seconds to work out that’s what it was bc she’s that shite xx,NOT,NONE,hasoc_2020_en_558
1021,1.1237500534144082e+18,RT @withYuKrist: I thought I am the only one who thought that this little boy looks alike P'Peck 😂😂😂 but then I clicked this hanstag #Akin_…,NOT,NONE,hasoc_2020_en_4798
1022,1.123499976431063e+18,"RT @cafe_army: 🐨: who do you want to collaborate with?
🐥: RM!!!!! R~~M~~!!!!
🐨: come on shut up
🐥: 😆😆😆

[#BBMAsTopSocial BTS @BTS_twt]

 ht…",NOT,NONE,hasoc_2020_en_4497
1024,1.1301418875101471e+18,"RT @Buttandbutter: If you're meditating in a cave, keep your cameras away mate.",NOT,NONE,hasoc_2020_en_297
1025,1.1236462947429745e+18,"RT @HornyFacts: when a guy picks up ur chin to kiss you like yess that's what I like, u go, u get it",NOT,NONE,hasoc_2020_en_2239
1026,1.1270583149096264e+18,RT @PrincessAvaBiso: 🎼 On the road again!🎼 (sing it with me). We’re on our way to GiGi &amp; G-Pawls to help them and to celebrate Mother’s Day…,NOT,NONE,hasoc_2020_en_4426
1028,1.1268834166103654e+18,"A Mother's Work is Never Done
A mother's earthly work may never be done, but her heavenly work is eternal.… https://t.co/PTdkpJNYg0",NOT,NONE,hasoc_2020_en_3745
1030,1.1267547395536159e+18,RT @americeno: creme brulee or brown sugar milk tea or what so called trendy drinks like this are just basically sweet cendol with harga ya…,NOT,NONE,hasoc_2020_en_700
1031,1.1237584336589005e+18,REALLY PROUD OF YOU! I WILL NEVER GET TIRED TO TELL YOU THIS!😫 @BTS_twt,NOT,NONE,hasoc_2020_en_1973
1033,1.1300789184117924e+18,RT @Dasucre: See what I found on my curious cat o! Is this a joke or what now😐😐 https://t.co/CPywf1IyOY,NOT,NONE,hasoc_2020_en_3030
1036,1.1236022000333536e+18,"RT @AprilAndFlower1: down down baby we going ko ko bop #BBMAsTopSocial EXO @weareoneEXO 
https://t.co/3I7uHdgNLa",NOT,NONE,hasoc_2020_en_4878
1038,1.130043577222832e+18,RT @ajRAFAEL: “You don’t look Filipino” what am I supposed to look like? Adobo pancit lumpia kili kili or what https://t.co/HtotvkdjJ3,NOT,NONE,hasoc_2020_en_107
1039,1.1268380216831712e+18,I just want to die. LOL. Too tired to still live and breathe. 😭🔪💀,NOT,NONE,hasoc_2020_en_2166
1040,1.1235352589163561e+18,"1T having fun with food and restaurant planning in English today!   We’re all hungry now! A big well done to Jack,… https://t.co/Uy2hmUWNIr",NOT,NONE,hasoc_2020_en_1270
1041,1.1268816760077599e+18,@IYANULIVE Lol you’ll probably never place one again unless your in urology,NOT,NONE,hasoc_2020_en_4771
1043,1.1269077645535192e+18,"Sometimes I think, are there any people who see my arts and just: ""Oh no, is that the one that does those shitty seafire stuff""",NOT,NONE,hasoc_2020_en_1228
1044,1.130256983410524e+18,"RT @realDonaldTrump: Our Economy and Jobs Market is BOOMING, the best in the World and in our Country’s history - and we have just started!",NOT,NONE,hasoc_2020_en_2222
1045,1.1302600158797947e+18,"RT @mekia__3: “You ever cry again, it’s gone be in a Rolls Royce” ... Lordtttt I need that type of energy!!! Lol just someone who doesn’t w…",NOT,NONE,hasoc_2020_en_2109
1046,1.1269400691038536e+18,4 people followed me // automatically checked by https://t.co/KmakYS8y6t,NOT,NONE,hasoc_2020_en_1891
1047,1.1269713376399891e+18,RT @seokjinspout: the way he has his eyes closed while waiting for the hat to be put on him and his little smile after:( him is baby https:…,NOT,NONE,hasoc_2020_en_5247
1053,1.1237211504697426e+18,RT @ay_musty: You're very foolish for that question mark https://t.co/JBuGi9tMLd,NOT,NONE,hasoc_2020_en_1680
1054,1.123652057720918e+18,"&gt;10 FREE TIX LEFT!
""Listen Up Startups: Why You Need a Board and How to Build One""
Join us June 11 — bring your que… https://t.co/k0C4oUkVg7",NOT,NONE,hasoc_2020_en_2384
1055,1.1268474923924562e+18,@Kaioti23 @realDonaldTrump And trump wasn't on camera saying he grabs women and they all want to sleep with him. He… https://t.co/DQeIBpgzZH,NOT,NONE,hasoc_2020_en_4799
1058,1.1268878961312973e+18,RT @gaypaulitumblr: a rivet instead of a lock stops all pathetic begging for release... #teamlocked #chastity #permanentchastity #gayslave…,NOT,NONE,hasoc_2020_en_781
1061,1.1236930863774351e+18,RT @nowthisnews: 'I am proud to be a gay son of God.' — This valedictorian came out during his graduation speech at Mormon university BYU h…,NOT,NONE,hasoc_2020_en_1237
1064,1.1269854011119452e+18,"RT @Saneeer_: me at 6 y/o: bilingual, cute, smart, quiet, mentally healthy, able to do math with my fingers

me at 20 y/o: illiterate, ugly…",NOT,NONE,hasoc_2020_en_5264
1065,1.1268819108844504e+18,"RT @AnnaApp91838450: Morning America🇺🇸My Awesome Patriots Rock &amp;
Roll For God,USA,Justice!
Luv President Trump,ICE,
Blue,Military! Never Ha…",NOT,NONE,hasoc_2020_en_968
1066,1.1236363039024088e+18,RT @ThatGirlShaeXo: Hey @MTV you need to cut ties with this entire family! All brands that sponsor Janelle need to stop!! Do you see what y…,NOT,NONE,hasoc_2020_en_2894
1067,1.1302555950791803e+18,"RT @GFFN: Kylian Mbappé at 20:
- 1 x World Cup
- 1 x U19 Euros
- 3 x Ligue 1
- 1 x Coupe de la Ligue
- 1 x Coupe de France
- 1 x Trophée de…",NOT,NONE,hasoc_2020_en_233
1069,1.123618939508912e+18,"RT @btsvotingteam: Do you want to see our TOTAL VOTES ACCUMULATED FOR TODAY?

To unlock
🔐 11,000 RTs 
🔐 4,000 Replies
In just 1 hour... 

#…",NOT,NONE,hasoc_2020_en_1328
1072,1.1238079264460636e+18,The X-Plus 30cm Series Yuji Sakai Godzilla 1995 RIC sold out at the U.S. store a couple of days ago. Now it's sold… https://t.co/LkiAT2857S,NOT,NONE,hasoc_2020_en_130
1076,1.1270597577628508e+18,"@Mimirocah1 @JamieOCitizen This reminds me of how dictators in third world countries work. Huh, guess that’s America now",NOT,NONE,hasoc_2020_en_112
1078,1.126837526742704e+18,RT @JKSteinberger: Well this is a *heck* of a piece of writing. I'll be pointing people to it and quoting from it for a long time to come -…,NOT,NONE,hasoc_2020_en_245
1079,1.1270360851152691e+18,"RT @molly7anne: Me: Getting my IUD hurt like a bitch but it felt like my only safe option. 

A man who has never ever not even once had his…",NOT,NONE,hasoc_2020_en_3536
1080,1.1270389330392924e+18,Zach Pronschinske gets a pair of strikeouts to end the bottom of the eighth as UW-Whitewater strands runners at fir… https://t.co/sOexff1kZm,NOT,NONE,hasoc_2020_en_1977
1081,1.1235016793185811e+18,3 people followed me // automatically checked by https://t.co/YnvG4o8F9C,NOT,NONE,hasoc_2020_en_4744
1085,1.1235446499882883e+18,@NAfina_Danielle Get it on,NOT,NONE,hasoc_2020_en_1378
1086,1.1237189442784256e+18,"RT @brithume: Remember when the Post got all over Eric Holder for stonewalling Congress, being found in contempt and for declaring himself…",NOT,NONE,hasoc_2020_en_4764
1089,1.1301012321215816e+18,"RT @CR7i9: Cristiano Ronaldo 2011/12 The Most Complete Player Ever

 https://t.co/dMrdfTvlKZ",NOT,NONE,hasoc_2020_en_1099
1090,1.1303121846663455e+18,"RT @gladys_jovel: “WhAT’s THe moVe tONiGht?”
Stfu you’re failing two classes go study",NOT,NONE,hasoc_2020_en_3799
1091,1.1237571585695293e+18,RT @JoshuaRush: I have a small scrape on my hand which I covered with a bandaid because it's uggo,NOT,NONE,hasoc_2020_en_4974
1092,1.1269046733556654e+18,@h3h3productions I think she’s mad you didn’t know her name,NOT,NONE,hasoc_2020_en_5018
1093,1.126995526178701e+18,@hoe_mazzello you’re so welcome 😌💕,NOT,NONE,hasoc_2020_en_4630
1101,1.1237502673574175e+18,"RT @Education4Libs: Rep. Ilhan Omar says “America is not going to be the country of white people.”

Nobody said it was.

But I can tell you…",NOT,NONE,hasoc_2020_en_4077
1106,1.1237655975385375e+18,"RT @colortheory: I've been putting out albums for a quarter century. If you’re just discovering my music now, you may not know where to sta…",NOT,NONE,hasoc_2020_en_4100
1115,1.1269948466805391e+18,"RT @EVOSalazarRex: “ If people want to hate me, I can't stop them. But it's not going to stop me from doing my job. You wanna know why? Bec…",NOT,NONE,hasoc_2020_en_1402
1117,1.1270316559260508e+18,"RT @mahlee__m: STILL. CAN'T. GET. OVER. THIS. PICTURE. 😭😭😭👑💗

Sis'Zamo they're honestly no words to describe the level of admiration I have…",NOT,NONE,hasoc_2020_en_2873
1119,1.1269632342238739e+18,Whoever forgot to tell Putin about that carpet better not go near open windows in tall buildings this weekend.,NOT,NONE,hasoc_2020_en_2390
1124,1.1269196176566232e+18,At work until tomorrow morning. iMessage games welcome,NOT,NONE,hasoc_2020_en_3053
1127,1.1270216231173242e+18,@Taheer_Hb Can never be me but You🤦,NOT,NONE,hasoc_2020_en_2365
1129,1.1303216470120653e+18,Coming close to 150 followers and I’m thinking of doing a giveaway,NOT,NONE,hasoc_2020_en_1600
1137,1.1301184120033567e+18,🏀 Will the Raptors show up and help Kawhi defend home court or is Milwaukee going to go up 3-0? #WhoYaGot #MKF 🐒🔪👊… https://t.co/VwqSakQ67Y,NOT,NONE,hasoc_2020_en_5212
1138,1.1269061203820462e+18,"RT @theaqil_: UNTUK KALI KE BERAPA NTAH , AKU HARAP SANGAT

CLEAR SKIN BEFORE RAYA
CLEAR SKIN BEFORE RAYA
CLEAR SKIN BEFORE RAYA
CLEAR SKIN…",NOT,NONE,hasoc_2020_en_2662
1140,1.123619249878995e+18,RT @muabriannna: Sometimes I get mad at myself Bc I was really close to certain people that I’d never ever want to be friends w again. I se…,NOT,NONE,hasoc_2020_en_4732
1141,1.1237834610834144e+18,RT @emoore_31: it’s mental health awareness month &amp; i don’t think i’ve ever been less mentally healthy,NOT,NONE,hasoc_2020_en_975
1142,1.1237873114168402e+18,"RT @lenomesthina: my future mother in-law: what will you cook for my son

me: https://t.co/YokK7TBPLX",NOT,NONE,hasoc_2020_en_2429
1143,1.127067039070163e+18,@DuncanJ03516285 @MannyMua733 FUCKING DECEASED 😂😂😂 @Stephozz,NOT,NONE,hasoc_2020_en_919
1145,1.1236850249586442e+18,You're a bright and shining star!,NOT,NONE,hasoc_2020_en_4548
1150,1.1303126544242975e+18,@StopLordDampnut @GregShugar @realDonaldTrump That's okay it's obvious you are a trump hater and you rather do that… https://t.co/XYicW1RvVQ,NOT,NONE,hasoc_2020_en_3750
1151,1.1268885756336456e+18,@thebigjc1969 @LexyLuPinup She so damn beautiful,NOT,NONE,hasoc_2020_en_2709
1154,1.1301037780516127e+18,TUNE IN TODAY!! @TaylorEve “EVERYTHING” SouloftheStreets 3-5pm EST @BPEMusic https://t.co/52Y9Fj4OpI,NOT,NONE,hasoc_2020_en_2971
1155,1.1236572418889933e+18,"Porto’s Bakery is coming to Northridge, and we know where it’s planning to open https://t.co/CI4aWhloTY",NOT,NONE,hasoc_2020_en_5014
1156,1.1300328062585938e+18,"RT @alamgirizvi: I think it's our responsibility to tell everyone about our PM where doing Meditation ⛩📿🕉👌

Excellent details about the Mod…",NOT,NONE,hasoc_2020_en_4835
1160,1.1303071976306563e+18,"It's May 19, 2019 at 11:00PM!",NOT,NONE,hasoc_2020_en_861
1163,1.1302088285979155e+18,"RT @GameOfThrones: When you play the game of thrones, you win or you die.

The series finale premieres tonight at 9PM on @HBO. #TheFinalEpi…",NOT,NONE,hasoc_2020_en_5110
1164,1.123826804991701e+18,They're after me,NOT,NONE,hasoc_2020_en_3543
1165,1.1270191317383904e+18,"RT @connorhannigan2: me: i should go to bed early tonight 

me at 2 am: https://t.co/fWD7jtUjJC",NOT,NONE,hasoc_2020_en_4531
1166,1.1269067705284115e+18,"RT @KBRILondon: @robertcourts 5.Through Regional Office of HRC in Bangkok, they agree to have a better preparation and timing to the visit…",NOT,NONE,hasoc_2020_en_3081
1170,1.1268962973305978e+18,"RT @johnbradleywest: Dad you’re embarrassing me in front of my friends. Is it hot in here, or did you just get burned? Oh, sorry. How insen…",NOT,NONE,hasoc_2020_en_1802
1174,1.1302060016622346e+18,RT @ComplexMusic: baby Future when he wanted a Big Wheel but dad handed him a Rolex instead https://t.co/GnoV4wK3xT,NOT,NONE,hasoc_2020_en_5120
1180,1.1268238868536893e+18,‘Are you tired little guy??’ :(((,NOT,NONE,hasoc_2020_en_3798
1182,1.1269897506389074e+18,RT @yusefroach: People are always like “ur so brave for being so open about your mental illness!!” and I always wanna be like “oh that’s ac…,NOT,NONE,hasoc_2020_en_1847
1184,1.1268233542064988e+18,"RT @MagicalBoy1210: ""I found you.""
""I found you too.""

181014

#강다니엘 #다니엘
#워너원 #Kangdaniel https://t.co/NVE3IZYK7L",NOT,NONE,hasoc_2020_en_4409
1191,1.1237365394046034e+18,RT @listenbts: one day bts will be so tired of collab question that jungkook willl straight away say that he wants to collaborate with floy…,NOT,NONE,hasoc_2020_en_2114
1192,1.1301260959473213e+18,RT @tokyorap: namjoon is one of the most incredible human beings i’ll ever have the pleasure of knowing. i could never explain how he’s hel…,NOT,NONE,hasoc_2020_en_942
1193,1.1302638536845187e+18,RT @taika_waititi: i would die for keanu reeves i think https://t.co/7xRDFHfRYk,NOT,NONE,hasoc_2020_en_5324
1198,1.1301027798071745e+18,@LunchBox507 @BlueStrike905 @graceabelles @FallenIntrovrt @sunnibunnn I have never worked on my birthday. Nor gone to school. 😁,NOT,NONE,hasoc_2020_en_5358
1199,1.1270731795104317e+18,@batteredfighter @bluemotelroom @pauljasonklein ok you’re such a bigger john mayer than i am wow good job,NOT,NONE,hasoc_2020_en_244
1201,1.1238014294482451e+18,OMG THEYRE LIVE,NOT,NONE,hasoc_2020_en_3075
1204,1.1302352694987245e+18,"RT @annford: “If you give up, nothing will eve get better in our country, or our world” - Senator Jennifer McClellen #VSUGrad2K19",NOT,NONE,hasoc_2020_en_4526
1206,1.1267368298965074e+18,@OFFICIAL_C9BOYZ I CAN DIE IN PEACE NOW https://t.co/dOXF3120gA,NOT,NONE,hasoc_2020_en_1586
1208,1.1270395663496847e+18,"Kinda want to go to the hot rub, kinda want to smoke amd go to bed😭",NOT,NONE,hasoc_2020_en_4429
1209,1.1235339209542738e+18,"RT @iamAndalioLoisa: 20 🎈9 days to go! See you there! 
#SasamahanKitaLoisa https://t.co/f1NUdyxlhl",NOT,NONE,hasoc_2020_en_2065
1211,1.1300657483014266e+18,"RT @johnpavlovitz: ""Pete Buttigieg is a Christian because he has chosen to follow Jesus. Full stop.
He doesn't need your permission, doesn'…",NOT,NONE,hasoc_2020_en_4653
1212,1.1303261097473267e+18,You're the ROLLING to my THUNDER!!! KEEP BEING YOU!!!!!!,NOT,NONE,hasoc_2020_en_4474
1215,1.1236898274157528e+18,I think ima do fine on my final but I gotta find a way to cheat .. just in case,NOT,NONE,hasoc_2020_en_4045
1218,1.1269070599187699e+18,holy fuckin Shit iam so hppy https://t.co/ontYH8JKqO,NOT,NONE,hasoc_2020_en_568
1222,1.1268626506280385e+18,@SeanKeeleyIsMe I like to think so,NOT,NONE,hasoc_2020_en_3740
1223,1.1267404328120074e+18,RT @hawazupardi: I hope someday my future husband wouldn't mind to spend some money for me to be this pretty after giving birth to his kids…,NOT,NONE,hasoc_2020_en_1084
1224,1.1270834932953987e+18,"RT @viridianloki: Maybe we should start calling Loki, Loki Friggason because at least she is a mom to Loki.
His biological dad left him to…",NOT,NONE,hasoc_2020_en_5130
1226,1.1300136928238428e+18,"RT @VictoriaOsteen: In relationships, you’re never going to agree 100% with the other person. Respect each other and keep the peace because…",NOT,NONE,hasoc_2020_en_250
1227,1.1236162257817354e+18,@yukheithrusts You’re welcome~,NOT,NONE,hasoc_2020_en_967
1230,1.1302437252197745e+18,I don’t know who need to hear this but CREAM IS NOT WHITE🗣🗣🗣,NOT,NONE,hasoc_2020_en_2414
1231,1.1301710211626883e+18,when memphis has the number one recruiting class and everyone wants to come out of the woodwork to tell us how big… https://t.co/1Ud1qbn3Zk,NOT,NONE,hasoc_2020_en_4551
1232,1.1235591958219245e+18,Brie looks like a father of two-,NOT,NONE,hasoc_2020_en_1994
1233,1.123658156251304e+18,RT @TheBulletETG: I NEED THIS. HELP ME https://t.co/gdCrzSwrAp,NOT,NONE,hasoc_2020_en_3156
1234,1.1237457710425048e+18,RT @SonofAmericaWV: @broke_dick_dawg @carrieksada @KamalaHarris Delusional. It is unbelievable how many stupid People are out there living…,NOT,NONE,hasoc_2020_en_4832
1236,1.1268910293056676e+18,"@RAFpolicedog Well, when you gotta go, you gotta go!!",NOT,NONE,hasoc_2020_en_1047
1237,1.123818844215181e+18,"I don’t know where I’m going, but I’ve got to go...",NOT,NONE,hasoc_2020_en_2601
1239,1.1302028433512776e+18,@Reuters I am a professional Web and Graphic Designer. do you need any kinds of business card. portfolio:… https://t.co/VDiJUIPHYC,NOT,NONE,hasoc_2020_en_1399
1241,1.1268211396011907e+18,RT @_Winniefred: I don’t think my tummy has ever been like this . Even when I was a fetus https://t.co/8giwI2oVeU,NOT,NONE,hasoc_2020_en_473
1242,1.1237814435938304e+18,If Nicki would have EVER.,NOT,NONE,hasoc_2020_en_771
1245,1.1268637034109171e+18,"@DZRishmawy @between2worlds It's length is certainly a draw, which helps if you need to reread it to verify how good it is.",NOT,NONE,hasoc_2020_en_3441
1246,1.1237374033976361e+18,My neighbors are blaring Eye of the tiger and I can’t help but think something’s about to go down...,NOT,NONE,hasoc_2020_en_683
1247,1.1301493072298557e+18,"RT @btstranslation7: @BTS_twt in video:

I’ll eat this well/deliciously.
I’ll cut a bit of this/I was just cutting some of this (a bit hard…",NOT,NONE,hasoc_2020_en_4954
1248,1.1235720597479955e+18,RT @moonstarkchao: have you ever felt like you don’t know what’s going on anymore? like you don’t feel anything and you’ve lost your motiva…,NOT,NONE,hasoc_2020_en_2430
1249,1.1270311526095832e+18,@the_panda80 I think you are younger then me.,NOT,NONE,hasoc_2020_en_4427
1250,1.1270740519340481e+18,You’re like the unofficial mr Xavier twitter edition. You’re hilarious as hell bro 😂,NOT,NONE,hasoc_2020_en_1065
1251,1.1301329158982e+18,@ocr___ Ahha you're my accountant now low-key,NOT,NONE,hasoc_2020_en_5252
1252,1.1268439230522328e+18,running on no sleep and just did my makeup in a public bathroom here we go @wallowsmusic https://t.co/MuljhvtGQr,NOT,NONE,hasoc_2020_en_4700
1253,1.1237016721428316e+18,RT @spanishcvndy: he not the only one that can put two balls in his mouth https://t.co/0i7buI2xO3,NOT,NONE,hasoc_2020_en_2522
1259,1.1301534637809254e+18,@MousaKraish I cannot even calculate the damage this man will do to this country and the entire world before we get him out of office.,NOT,NONE,hasoc_2020_en_2346
1262,1.1270776003068928e+18,RT @CornOnTheGoblin: [texting my boss while babysitting her kids] they said they're allowed to tell me what to do too,NOT,NONE,hasoc_2020_en_353
1263,1.1268199693945446e+18,"RT @hodujeojangstor: [INA GO🇲🇨 ] BANTU RT YA 🐹
 Bongbong Doll 30cm by @koalajihoon

💎Rp 195.000 (pillow) 
💎 exclude EMS 
💎 Close 16th May 2…",NOT,NONE,hasoc_2020_en_34
1265,1.130300084065751e+18,you can rest now https://t.co/YLrD8Wgly1,NOT,NONE,hasoc_2020_en_2176
1268,1.130146098608128e+18,"Don't submit then quit. Apply for jobs like ""Management and Program Analyst"" at Federal Aviation Administration, th… https://t.co/PmSEZrUhtx",NOT,NONE,hasoc_2020_en_3185
1269,1.1269555754247496e+18,@michellenewitt I want to come over 😂,NOT,NONE,hasoc_2020_en_2244
1272,1.1269897548080621e+18,RT @CenterForBioDiv: BREAKING: We and our allies filed a formal notice of intent today to sue the federal Office of Surface Mining Reclamat…,NOT,NONE,hasoc_2020_en_4442
1273,1.1269629783797105e+18,"Congratulations class of 2019, you are about to become @AugsburgAlumni, apparently we all dress alike so update you… https://t.co/py9PvSeXLN",NOT,NONE,hasoc_2020_en_2608
1276,1.123565659265409e+18,@ItsJasonPatel Christ I hope you’re okay xoxox,NOT,NONE,hasoc_2020_en_2250
1277,1.1269900064831324e+18,"RT @ksplanet: @MyPillowUSA They'll need it, considering you cut 150 jobs. trump's economy. Congrats on nothing.

https://t.co/wEFtImaJ5n",NOT,NONE,hasoc_2020_en_5144
1278,1.1237768298720584e+18,RT @stoned2thabones: My weed getting ready for me to get home from work: https://t.co/9xeghjMV2G,NOT,NONE,hasoc_2020_en_476
1279,1.1269570686180106e+18,RT @SympLySimi: Tweeting a lot today. Gonna shut up in a little bit and face my work 😂,NOT,NONE,hasoc_2020_en_2735
1281,1.1238037824486564e+18,"RT @enews: Started from the bottom, now he's here: Drake has won the most #BBMAs ever. https://t.co/8RMNpouUDS",NOT,NONE,hasoc_2020_en_4242
1283,1.1270490580681153e+18,"RT @Jukazi2R: “Damn, I really like you”

Me: https://t.co/DnZfIBlMz9",NOT,NONE,hasoc_2020_en_1760
1284,1.1270101727049197e+18,oh god now i’m all upset because of james’s video and i feel bad and like he’s just a kid and needs to learn. am i… https://t.co/Gfxgjk00sL,NOT,NONE,hasoc_2020_en_3763
1285,1.1237009171513837e+18,"So we’re getting close to the Suffolk Skeet this weekend (Sunday) at Eriswell Lodge, training is going well for sev… https://t.co/tcjDORsEet",NOT,NONE,hasoc_2020_en_4136
1288,1.1236107396238296e+18,RT @PaganTrelawney: She’s credible and believable as someone who understands and is passionate about the topic. You don’t need to be a flaw…,NOT,NONE,hasoc_2020_en_2056
1289,1.1237952302836979e+18,@MisterJeonGuk today is the ticket selling ( which is free so mostly like to be sold out ) I think the show is on 26? sumn,NOT,NONE,hasoc_2020_en_3248
1290,1.1269148151995187e+18,@WenditoTomato @AndreaHorwath They are probably lining up outside his office now. #onpoli,NOT,NONE,hasoc_2020_en_502
1293,1.1235243998759361e+18,@Zahee_dah It all translates to 'I can't dance' 😁,NOT,NONE,hasoc_2020_en_1584
1295,1.1267939437300654e+18,I hate that fishermans are so fabulous. Just get away and deal with it. #Amirite,NOT,NONE,hasoc_2020_en_410
1296,1.1237136888238408e+18,"@funder @torres_lizzy Actually, 
It's another 10,000 reasons why he never should've been president in the first place.
❤",NOT,NONE,hasoc_2020_en_622
1297,1.1236121908697416e+18,RT @MissGatheca: Unwritten rule : you only get to choose her nail color only if you’re paying . https://t.co/Ym5GpkIRy4,NOT,NONE,hasoc_2020_en_24
1301,1.1303336804451203e+18,Can go for some Colombian Burger,NOT,NONE,hasoc_2020_en_4197
1303,1.126929499449258e+18,RT @HinduGenocide_: There have been 148 cases of Sex Crimes of Jihad against Hindus in the year 2019 alone! This is not an estimate. These…,NOT,NONE,hasoc_2020_en_5243
1308,1.1269832326526607e+18,Received an update on my dog from my mother and turns out my dog is depressed well GET IN LINE RUBY https://t.co/Z1zla1AdJD,NOT,NONE,hasoc_2020_en_4809
1309,1.1267741675781325e+18,Took me a while to get into Billie Eillish but now that I did I can’t stop listening 🥺,NOT,NONE,hasoc_2020_en_4789
1310,1.1270306199035411e+18,"RT _hannahrodgers: what Lori Laughlin did was gross, but the fact she’s facing 20 years in prison when Brock Turner got 6 months for being…",NOT,NONE,hasoc_2020_en_783
1314,1.1237799714184028e+18,@sahluwal That is disgusting! It makes me sick! Why do these people have such hate in their hearts?,NOT,NONE,hasoc_2020_en_3847
1317,1.1234960421823937e+18,Stop what you're doing for a minute or two and listen to @WEAREKOSMONAUTS's gorgeous new track. https://t.co/3DpaqDdITC,NOT,NONE,hasoc_2020_en_1479
1319,1.126881424345305e+18,also never tell ppl to 'just move' no one should have to have basic rights infringed upon anywhere they choose to live,NOT,NONE,hasoc_2020_en_749
1325,1.1302841625086771e+18,RT @kayedaily_: A little bit of roommate history! #collegeAU https://t.co/iGeIkix9E5,NOT,NONE,hasoc_2020_en_4193
1326,1.1236768837936621e+18,RT @A_Jay_Roberts: Ugh. The only thing worse than listening to political blowhards in Congress all day is to have it immediately followed u…,NOT,NONE,hasoc_2020_en_1863
1328,1.1236308932755374e+18,"@Sleepeasy11 @B_Whitee34 @daveyshamrock I like balls too, let me know if you need a glove",NOT,NONE,hasoc_2020_en_3111
1329,1.1268228634435706e+18,RT @julieertz: So sick! https://t.co/T67ayHRgYO,NOT,NONE,hasoc_2020_en_3911
1330,1.1302367291165614e+18,"@YasMohammedxx The stupid, it hurts",NOT,NONE,hasoc_2020_en_4080
1331,1.1270322095529902e+18,"RT @wondrousIights: i’m still not over the fact that tony and nebula were thousands of LIGHTYEARS away from earth, and yet carol still mana…",NOT,NONE,hasoc_2020_en_735
1333,1.1268345152367859e+18,"RT @CPFCbants: If you laugh you’re going to hell....

I’m going to hell 😂 https://t.co/EkVoTBqwFu",NOT,NONE,hasoc_2020_en_736
1334,1.1235607854547437e+18,"Automotive Local Business Development Manager, Gatwick, £50k/year #job #jobs #hiring #AutomotiveJobs https://t.co/5UWp0hMtdK",NOT,NONE,hasoc_2020_en_5140
1335,1.1300877767860265e+18,"@nypost Be your own boss. Is that Simple, simply QUIT and start up your own business",NOT,NONE,hasoc_2020_en_4436
1336,1.1235888243768893e+18,"RT @bansheerabidcat: Here's the problem with Manila: I like you, but sometimes no. When you go and represent the country, walang reklamo. P…",NOT,NONE,hasoc_2020_en_4128
1337,1.1270618674851758e+18,@FrankRich_ I like capela. He need to get that patch out his head tho. He got the contract and got some weak swag 😂😂,NOT,NONE,hasoc_2020_en_292
1339,1.1238046632608237e+18,"RT @seokcafe: “i’m your hope, youre my hope, i’m jhope” 🥺 https://t.co/X2aTgUMgE5",NOT,NONE,hasoc_2020_en_4027
1340,1.1234969439787213e+18,"RT @PetitCerf: Someone: You’ve been staring off into space, what are you thinking about?

Me: oh, nothing 

My brain: .....,,,.big lapras,,…",NOT,NONE,hasoc_2020_en_1254
1341,1.12691114098065e+18,"RT @247jimin: me as a manger about to empty bts schedule for the next two years so they can rest and do whatever they want

#BTSWORLD https…",NOT,NONE,hasoc_2020_en_970
1343,1.1268582424185692e+18,"now that both my m&amp;g are over, i have found 926388383 to say to ruel lol",NOT,NONE,hasoc_2020_en_5027
1344,1.1268735642154227e+18,This show used to be on TBS in the mornings and I'd have it on because it came on before Saved by the Bell.,NOT,NONE,hasoc_2020_en_4691
1346,1.1268587834964255e+18,RT @fcukyoongi: i feel bad for all the people who got to be managers for jin like ...... you really think you’re gonna be able to Manage hi…,NOT,NONE,hasoc_2020_en_2517
1347,1.123602111961473e+18,RT @jovanrisen: good morning girls and gays... a lot of you will literally NEVER look this good again in your ENTIRE life and you’re wastin…,NOT,NONE,hasoc_2020_en_77
1351,1.1268652007565353e+18,@CREWcrew Ya think? But nobody will give a damn!,NOT,NONE,hasoc_2020_en_3575
1352,1.123554921830285e+18,@JerseyWUR @itvchanneltv I agree they should all quit and go work for the private sector and earn along more after… https://t.co/D2gs2sWVNs,NOT,NONE,hasoc_2020_en_5312
